age,at_risk,hits,hazard,hazard_control,hazard_delta,symbol,outcome
73,2,0,0.0,0.015151515151515152,-0.015151515151515152,ETHUSDT,range_expansion
74,2,0,0.0,0.015384615384615385,-0.015384615384615385,ETHUSDT,range_expansion
75,2,0,0.0,0.015625,-0.015625,ETHUSDT,range_expansion
76,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
77,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
78,2,0,0.0,0.031746031746031744,-0.031746031746031744,ETHUSDT,range_expansion
79,2,0,0.0,0.03278688524590164,-0.03278688524590164,ETHUSDT,range_expansion
80,2,0,0.0,0.03389830508474576,-0.03389830508474576,ETHUSDT,range_expansion
81,2,0,0.0,0.03508771929824561,-0.03508771929824561,ETHUSDT,range_expansion
82,2,0,0.0,0.05454545454545454,-0.05454545454545454,ETHUSDT,range_expansion
83,2,0,0.0,0.038461538461538464,-0.038461538461538464,ETHUSDT,range_expansion
84,2,0,0.0,0.06,-0.06,ETHUSDT,range_expansion
85,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
86,2,0,0.0,0.02127659574468085,-0.02127659574468085,ETHUSDT,range_expansion
87,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
88,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
89,2,0,0.0,0.043478260869565216,-0.043478260869565216,ETHUSDT,range_expansion
90,2,0,0.0,0.022727272727272728,-0.022727272727272728,ETHUSDT,range_expansion
91,2,0,0.0,0.046511627906976744,-0.046511627906976744,ETHUSDT,range_expansion
92,2,0,0.0,0.0,0.0,ETHUSDT,range_expansion
93,2,0,0.0,0.024390243902439025,-0.024390243902439025,ETHUSDT,range_expansion
94,2,0,0.0,0.025,-0.025,ETHUSDT,range_expansion
95,2,0,0.0,0.02564102564102564,-0.02564102564102564,ETHUSDT,range_expansion
96,2,0,0.0,0.02631578947368421,-0.02631578947368421,ETHUSDT,range_expansion
