event_type,event_id,symbol,anchor_ts,anchor_hour,start_idx,end_idx,year,funding_rate_scaled,funding_abs,funding_abs_threshold,funding_sign,rv_rank,vol_regime,bull_bear,realized_vol_mean,range_expansion,tail_move_probability,tail_move_within,time_to_tail_move
funding_extreme_reversal_window,ferw_ETHUSDT_029184,ETHUSDT,2021-04-01 00:00:00+00:00,0,29184,29280,2021,0.00156864,0.00156864,0.00107233,pos_funding,0.7664543286723464,high,bull,0.004382239969534329,0.05542865134492564,0.041237113402061855,1,33.0
funding_extreme_reversal_window,ferw_ETHUSDT_029312,ETHUSDT,2021-04-02 08:00:00+00:00,8,29312,29408,2021,0.00121799,0.00121799,0.00107233,pos_funding,0.6910426206016368,high,bull,0.0038339615548352657,0.08235505510301869,0.041237113402061855,1,24.0
funding_extreme_reversal_window,ferw_ETHUSDT_029409,ETHUSDT,2021-04-03 08:15:00+00:00,8,29409,29505,2021,0.00143194,0.00143194,0.00107233,pos_funding,0.6824334158055596,high,bull,0.00419692878312909,0.06990029768936343,0.061855670103092786,1,30.0
funding_extreme_reversal_window,ferw_ETHUSDT_029664,ETHUSDT,2021-04-06 00:00:00+00:00,0,29664,29760,2021,0.00161366,0.00161366,0.00107233,pos_funding,0.5764584709425344,mid,bull,0.003703559344308861,0.05511999999999995,0.030927835051546393,1,36.0
funding_extreme_reversal_window,ferw_ETHUSDT_030080,ETHUSDT,2021-04-10 08:00:00+00:00,8,30080,30176,2021,0.00209663,0.00209663,0.00107233,pos_funding,0.5018304356100892,mid,bull,0.003344803792422153,0.04592928726932015,0.010309278350515464,1,51.0
funding_extreme_reversal_window,ferw_ETHUSDT_030272,ETHUSDT,2021-04-12 08:00:00+00:00,8,30272,30368,2021,0.00164512,0.00164512,0.00107233,pos_funding,0.36857808179304324,mid,bull,0.0033131905358907317,0.04451860915300036,0.041237113402061855,1,6.0
funding_extreme_reversal_window,ferw_ETHUSDT_030369,ETHUSDT,2021-04-13 08:15:00+00:00,8,30369,30465,2021,0.00117821,0.00117821,0.00107233,pos_funding,0.5936432945601917,mid,bull,0.0038498013229828483,0.10597216800864191,0.08247422680412371,1,0.0
funding_extreme_reversal_window,ferw_ETHUSDT_030466,ETHUSDT,2021-04-14 08:30:00+00:00,8,30466,30562,2021,0.00203587,0.00203587,0.00107233,pos_funding,0.747634987629166,high,bull,0.005482549436298007,0.0858437727496518,0.09278350515463918,1,1.0
funding_extreme_reversal_window,ferw_ETHUSDT_030563,ETHUSDT,2021-04-15 08:45:00+00:00,8,30563,30659,2021,0.00110097,0.00110097,0.00107233,pos_funding,0.8581384413868769,high,bull,0.00433161301141636,0.074931824323771,0.10309278350515463,1,8.0
funding_extreme_reversal_window,ferw_ETHUSDT_030660,ETHUSDT,2021-04-16 09:00:00+00:00,9,30660,30756,2021,0.00135711,0.00135711,0.00107233,pos_funding,0.757005474513843,high,bull,0.005498863356088892,0.08378938242686203,0.07216494845360824,1,0.0
funding_extreme_reversal_window,ferw_ETHUSDT_032608,ETHUSDT,2021-05-06 16:00:00+00:00,16,32608,32704,2021,0.00110886,0.00110886,0.00107233,pos_funding,0.8612955229895995,high,bull,0.005773642585392279,0.07266915765030822,0.08247422680412371,1,0.0
funding_extreme_reversal_window,ferw_ETHUSDT_033856,ETHUSDT,2021-05-19 16:00:00+00:00,16,33856,33952,2021,-0.00356332,0.00356332,0.00107233,neg_funding,0.9995186010322089,high,bear,0.02817706106396293,0.3183747496279916,0.6907216494845361,1,0.0
funding_extreme_reversal_window,ferw_ETHUSDT_043040,ETHUSDT,2021-08-23 08:00:00+00:00,8,43040,43136,2021,0.00113675,0.00113675,0.00107233,pos_funding,0.6959909541775354,high,bull,0.0035895704338030727,0.03030366579984903,0.0,0,
funding_extreme_reversal_window,ferw_ETHUSDT_080160,ETHUSDT,2022-09-14 00:00:00+00:00,0,80160,80256,2022,-0.00111142,0.00111142,0.00107233,neg_funding,0.9405640204650538,high,bear,0.005757313019898583,0.05983454073307472,0.061855670103092786,1,32.0
funding_extreme_reversal_window,ferw_ETHUSDT_080257,ETHUSDT,2022-09-15 00:15:00+00:00,0,80257,80353,2022,-0.00301937,0.00301937,0.00107233,neg_funding,0.7198929726946027,high,bear,0.005683919120934641,0.1305513463107588,0.13402061855670103,1,3.0
